id con_taxonomy res_taxonomy con_mass_mean res_mass_mean interaction_dim
"7829" "Labidiaster annulatus" "Luidiaster gerlachei" 86 0.11 "2D"
"7830" "Labidiaster annulatus" "Labidiaster annulatus" 86 86 "2D"
"7831" "Labidiaster annulatus" "Lophaster gaini" 86 5.3 "2D"
"7832" "Labidiaster annulatus" "Notasterias armata" 86 1.1 "2D"
"7833" "Labidiaster annulatus" "Solaster dawsoni" 86 0.75 "2D"
"7834" "Labidiaster annulatus" "Odontaster meridionalis" 86 0.084 "2D"
"7835" "Labidiaster annulatus" "Odontaster validus" 86 0.57 "2D"
"7836" "Labidiaster annulatus" "Kampylaster incurvatus" 86 0.061 "2D"
"7837" "Labidiaster annulatus" "Cycethra verrucosa mawsoni" 86 0.57 "2D"
"7838" "Labidiaster annulatus" "Notasterias stylophora" 86 1.9 "2D"
"7839" "Labidiaster annulatus" "Notioceramus anomalus" 86 0.46 "2D"
"7840" "Labidiaster annulatus" "Perknaster sladeni" 86 0.35 "2D"
"7841" "Labidiaster annulatus" "Pteraster affinis aculeatus" 86 0.31 "2D"
"7842" "Labidiaster annulatus" "Perknaster densus" 86 0.78 "2D"
"7843" "Labidiaster annulatus" "Perknaster fuscus antarcticus" 86 9.8 "2D"
"7844" "Labidiaster annulatus" "Macroptychaster accrescens" 86 15 "2D"
"7845" "Labidiaster annulatus" "Lysasterias perrieri" 86 3.9 "2D"
"7846" "Labidiaster annulatus" "Psilaster charcoti" 86 15 "2D"
"7847" "Labidiaster annulatus" "Porania antarctica" 86 0.073 "2D"
"7848" "Labidiaster annulatus" "Porania antarctica glabra" 86 0.32 "2D"
"7849" "Labidiaster annulatus" "Ophioperla koehleri" 86 1.9 "2D"
"7850" "Labidiaster annulatus" "Ophionotus victoriae" 86 1.9 "2D"
"7851" "Labidiaster annulatus" "Ophioceres incipiens" 86 0.041 "2D"
"7852" "Labidiaster annulatus" "Ophiurolepis brevirima" 86 0.42 "2D"
"7853" "Labidiaster annulatus" "Ophiurolepis gelida" 86 0.28 "2D"
"7854" "Labidiaster annulatus" "Ophiosparte gigas" 86 7.5 "2D"
"7855" "Labidiaster annulatus" "Ophioperla ludwigi" 86 1.6 "2D"
"7856" "Labidiaster annulatus" "Ophiacantha antarctica" 86 0.067 "2D"
"7857" "Labidiaster annulatus" "Astrotoma agassizii" 86 4.2 "2D"
"7858" "Labidiaster annulatus" "Astrochlamys bruneus" 86 1.6 "2D"
"7859" "Labidiaster annulatus" "Gorgonocephalus chiliensis" 86 2.7 "2D"
"7860" "Labidiaster annulatus" "Sterechinus neumayeri" 86 2.9 "2D"
"7861" "Labidiaster annulatus" "Sterechinus antarcticus" 86 8.5 "2D"
"7862" "Labidiaster annulatus" "Notaeolidia gigas" 86 0.35 "2D"
"7863" "Labidiaster annulatus" "Austrodoris kerguelenensis" 86 3.4 "2D"
"7864" "Labidiaster annulatus" "Trophon longstaffi" 86 0.00026 "2D"
"7865" "Labidiaster annulatus" "Tritonia antarctica" 86 0.19 "2D"
"7866" "Labidiaster annulatus" "Aegires albus" 86 0.018 "2D"
"7867" "Labidiaster annulatus" "Bathydoris clavigera" 86 3.4 "2D"
"7868" "Labidiaster annulatus" "Tritoniella belli" 86 0.35 "2D"
"7869" "Labidiaster annulatus" "Harpovoluta charcoti" 86 0.29 "2D"
"7870" "Labidiaster annulatus" "Puncturella conica" 86 0.0011 "2D"
"7871" "Labidiaster annulatus" "Neobuccinum eatoni" 86 0.15 "2D"
"7872" "Labidiaster annulatus" "Marseniopsis mollis" 86 0.01 "2D"
"7873" "Labidiaster annulatus" "Marseniopsis conica" 86 0.01 "2D"
"7874" "Labidiaster annulatus" "Parmaphorella mawsoni" 86 0.043 "2D"
"7875" "Labidiaster annulatus" "Amauropsis rossiana" 86 0.01 "2D"
"7876" "Labidiaster annulatus" "Newnesia antarctica" 86 0.018 "2D"
"7877" "Labidiaster annulatus" "Falsimargarita gemma" 86 0.01 "2D"
"7878" "Labidiaster annulatus" "Marginella ealesa" 86 0.018 "2D"
"7879" "Labidiaster annulatus" "Pontiothauma ergata" 86 0.69 "2D"
"7880" "Labidiaster annulatus" "Probuccinum tenuistriatum" 86 0.00048 "2D"
"7881" "Labidiaster annulatus" "Nacella concinna" 86 0.00048 "2D"
"7882" "Labidiaster annulatus" "Yolida eightsi" 86 0.023 "2D"
"7883" "Labidiaster annulatus" "Laternula elliptica" 86 0.55 "2D"
"7884" "Labidiaster annulatus" "Limopsis lillei" 86 0.0046 "2D"
"7885" "Labidiaster annulatus" "Limopsis marionensis" 86 0.35 "2D"
"7886" "Labidiaster annulatus" "Lissarca notorcadensis" 86 0.00056 "2D"
"7887" "Labidiaster annulatus" "Propeleda longicaudata" 86 0.012 "2D"
"7888" "Lophaster gaini" "Yolida eightsi" 5.3 0.023 "2D"
"7889" "Lophaster gaini" "Laternula elliptica" 5.3 0.55 "2D"
"7890" "Lophaster gaini" "Limopsis lillei" 5.3 0.0046 "2D"
"7891" "Lophaster gaini" "Limopsis marionensis" 5.3 0.35 "2D"
"7892" "Lophaster gaini" "Lissarca notorcadensis" 5.3 0.00056 "2D"
"7893" "Lophaster gaini" "Propeleda longicaudata" 5.3 0.012 "2D"
"7894" "Notasterias armata" "Yolida eightsi" 1.1 0.023 "2D"
"7895" "Notasterias armata" "Laternula elliptica" 1.1 0.55 "2D"
"7896" "Notasterias armata" "Limopsis lillei" 1.1 0.0046 "2D"
"7897" "Notasterias armata" "Limopsis marionensis" 1.1 0.35 "2D"
"7898" "Notasterias armata" "Lissarca notorcadensis" 1.1 0.00056 "2D"
"7899" "Notasterias armata" "Propeleda longicaudata" 1.1 0.012 "2D"
"7900" "Solaster dawsoni" "Laetmonice producta" 0.75 110 "2D"
"7901" "Solaster dawsoni" "Harmothoe spinosa" 0.75 6.1 "2D"
"7902" "Solaster dawsoni" "Harmothoe crosetensis" 0.75 5.8 "2D"
"7903" "Solaster dawsoni" "Harmotoe hartmanae" 0.75 5.8 "2D"
"7904" "Solaster dawsoni" "Polyeunoa laevis" 0.75 15 "2D"
"7905" "Solaster dawsoni" "Barrukia cristata" 0.75 3.9 "2D"
"7906" "Solaster dawsoni" "Eulagisca gigantea" 0.75 200 "2D"
"7907" "Solaster dawsoni" "Eunoe spica" 0.75 4.2 "2D"
"7908" "Solaster dawsoni" "Eunoe hartmanae" 0.75 57 "2D"
"7909" "Solaster dawsoni" "Eunoe spica spicoides" 0.75 7.1 "2D"
"7910" "Solaster dawsoni" "Vanadis antarctica" 0.75 0.0039 "2D"
"7911" "Solaster dawsoni" "Pista spinifera" 0.75 0.24 "2D"
"7912" "Solaster dawsoni" "Phyllocomus crocea" 0.75 0.47 "2D"
"7913" "Solaster dawsoni" "Terebella ehlersi" 0.75 0.24 "2D"
"7914" "Solaster dawsoni" "Eucranta mollis" 0.75 4.7 "2D"
"7915" "Solaster dawsoni" "Yolida eightsi" 0.75 0.023 "2D"
"7916" "Solaster dawsoni" "Laternula elliptica" 0.75 0.55 "2D"
"7917" "Solaster dawsoni" "Limopsis lillei" 0.75 0.0046 "2D"
"7918" "Solaster dawsoni" "Limopsis marionensis" 0.75 0.35 "2D"
"7919" "Solaster dawsoni" "Lissarca notorcadensis" 0.75 0.00056 "2D"
"7920" "Solaster dawsoni" "Propeleda longicaudata" 0.75 0.012 "2D"
"7921" "Solaster dawsoni" "Phytodetritus" 0.75 -999 "2D"
"7922" "Solaster dawsoni" "Sediment" 0.75 -999 "2D"
"7923" "Odontaster meridionalis" "Cinachyra antarctica" 0.084 0.18 "2D"
"7924" "Odontaster meridionalis" "Cinachyra barbata" 0.084 0.18 "2D"
"7925" "Odontaster meridionalis" "Bathydorus spinosus" 0.084 1.2 "2D"
"7926" "Odontaster meridionalis" "Iophon radiatus" 0.084 2.3 "2D"
"7927" "Odontaster meridionalis" "Kirkpatrickia variolosa" 0.084 45 "2D"
"7928" "Odontaster meridionalis" "Rossella racovitzae" 0.084 45 "2D"
"7929" "Odontaster meridionalis" "Stylocordyla borealis" 0.084 45 "2D"
"7930" "Odontaster meridionalis" "Homaxinella balfourensis" 0.084 2.3 "2D"
"7931" "Odontaster meridionalis" "Scolymastra joubini" 0.084 720 "2D"
"7932" "Odontaster meridionalis" "Latrunculia apicalis" 0.084 1 "2D"
"7933" "Odontaster meridionalis" "Latrunculia brevis" 0.084 1 "2D"
"7934" "Odontaster meridionalis" "Tetilla leptoderma" 0.084 30 "2D"
"7935" "Odontaster meridionalis" "Haliclona dancoi" 0.084 5.6 "2D"
"7936" "Odontaster meridionalis" "Mycale acerata" 0.084 12 "2D"
"7937" "Odontaster meridionalis" "Rossella antarctica" 0.084 12 "2D"
"7938" "Odontaster meridionalis" "Rossella tarenja" 0.084 12 "2D"
"7939" "Odontaster meridionalis" "Haliclona tenella" 0.084 5.6 "2D"
"7940" "Odontaster meridionalis" "Clathria pauper" 0.084 2.3 "2D"
"7941" "Odontaster meridionalis" "Calyx arcuarius" 0.084 2.3 "2D"
"7942" "Odontaster meridionalis" "Isodyctia toxophila" 0.084 5.6 "2D"
"7943" "Odontaster meridionalis" "Isodyctia cavicornuta" 0.084 5.6 "2D"
"7944" "Odontaster meridionalis" "Isodyctia steifera" 0.084 5.6 "2D"
"7945" "Odontaster meridionalis" "Axociella nidificata" 0.084 6.5 "2D"
"7946" "Odontaster meridionalis" "Rossella nuda" 0.084 300 "2D"
"7947" "Odontaster meridionalis" "Tentorium papillatum" 0.084 5.6 "2D"
"7948" "Odontaster meridionalis" "Tentorium semisuberites" 0.084 5.6 "2D"
"7949" "Odontaster meridionalis" "Tedania oxeata" 0.084 5.6 "2D"
"7950" "Odontaster meridionalis" "Tedania tantulata" 0.084 5.6 "2D"
"7951" "Odontaster meridionalis" "Tedania vanhoeffeni" 0.084 5.6 "2D"
"7952" "Odontaster meridionalis" "Phorbas areolatus" 0.084 1.2 "2D"
"7953" "Odontaster meridionalis" "Phorbas glaberrima" 0.084 1.2 "2D"
"7954" "Odontaster meridionalis" "Polymastia invaginata" 0.084 0.92 "2D"
"7955" "Odontaster meridionalis" "Polymastia isidis" 0.084 0.92 "2D"
"7956" "Odontaster meridionalis" "Anoxycalyx joubini" 0.084 720 "2D"
"7957" "Odontaster meridionalis" "Phytodetritus" 0.084 -999 "2D"
"7958" "Odontaster validus" "Actinocyclus actinochilus" 0.57 4.06e-11 "2D"
"7959" "Odontaster validus" "Actinocyclus spiritus" 0.57 1.64e-11 "2D"
"7960" "Odontaster validus" "Actinocyclus utricularis" 0.57 4.01e-12 "2D"
"7961" "Odontaster validus" "Azpeitia tabularis" 0.57 1.14e-11 "2D"
"7962" "Odontaster validus" "Banquisia belgicae" 0.57 4.01e-12 "2D"
"7963" "Odontaster validus" "Chaetoceros bulbosum" 0.57 6.04e-13 "2D"
"7964" "Odontaster validus" "Chaetoceros concavicornis" 0.57 4.01e-12 "2D"
"7965" "Odontaster validus" "Chaetoceros criophilum" 0.57 4.01e-12 "2D"
"7966" "Odontaster validus" "Chaetoceros dichaeta" 0.57 6.04e-13 "2D"
"7967" "Odontaster validus" "Chaetoceros flexuosum" 0.57 1.67e-12 "2D"
"7968" "Odontaster validus" "Chaetoceros neglectum" 0.57 9.11e-14 "2D"
"7969" "Odontaster validus" "Chaetoceros pelagicus" 0.57 6.04e-13 "2D"
"7970" "Odontaster validus" "Chaetoceros socialis" 0.57 1.71e-13 "3D"
"7971" "Odontaster validus" "Corethron criophilum" 0.57 4.01e-12 "2D"
"7972" "Odontaster validus" "Coscinodiscus oculoides" 0.57 1.59e-09 "2D"
"7973" "Odontaster validus" "Cylindrotheca closterium" 0.57 4.89e-11 "3D"
"7974" "Odontaster validus" "Eucampia antarctica" 0.57 7.29e-12 "2D"
"7975" "Odontaster validus" "Fragilariopsis curta" 0.57 9.11e-14 "2D"
"7976" "Odontaster validus" "Fragilariopsis cylindrus" 0.57 1.53e-14 "2D"
"7977" "Odontaster validus" "Fragilariopsis kerguelensis" 0.57 3.29e-13 "2D"
"7978" "Odontaster validus" "Fragilariopsis linearis" 0.57 4.53e-13 "2D"
"7979" "Odontaster validus" "Fragilariopsis nana" 0.57 4.53e-13 "2D"
"7980" "Odontaster validus" "Fragilariopsis obliquecostata" 0.57 4.53e-13 "2D"
"7981" "Odontaster validus" "Fragilariopsis pseudonana" 0.57 9.11e-14 "2D"
"7982" "Odontaster validus" "Fragilariopsis rhombica" 0.57 4.53e-13 "2D"
"7983" "Odontaster validus" "Fragilariopsis ritscheri" 0.57 4.53e-13 "2D"
"7984" "Odontaster validus" "Fragilariopsis separanda" 0.57 6.04e-13 "2D"
"7985" "Odontaster validus" "Fragilariopsis sublinearis" 0.57 1.5e-13 "2D"
"7986" "Odontaster validus" "Fragilariopsis vanheurckii" 0.57 9.11e-14 "2D"
"7987" "Odontaster validus" "Manguinea fusiformis" 0.57 1.97e-10 "2D"
"7988" "Odontaster validus" "Manguinea rigida" 0.57 9.1e-12 "2D"
"7989" "Odontaster validus" "Navicula glaciei" 0.57 2.26e-14 "2D"
"7990" "Odontaster validus" "Navicula schefterae" 0.57 2.26e-14 "2D"
"7991" "Odontaster validus" "Nitzschia kerguelensis" 0.57 5.73e-12 "2D"
"7992" "Odontaster validus" "Nitzschia lecointei" 0.57 4.63e-11 "2D"
"7993" "Odontaster validus" "Nitzschia neglecta" 0.57 9.11e-14 "2D"
"7994" "Odontaster validus" "Odontella weissflogii" 0.57 5.73e-12 "2D"
"7995" "Odontaster validus" "Porosira glacialis" 0.57 2.94e-11 "2D"
"7996" "Odontaster validus" "Porosira pseudodenticulata" 0.57 9.81e-11 "2D"
"7997" "Odontaster validus" "Proboscia alata" 0.57 1.51e-12 "2D"
"7998" "Odontaster validus" "Proboscia inermi" 0.57 9.94e-13 "2D"
"7999" "Odontaster validus" "Proboscia truncata" 0.57 1.21e-11 "2D"
"8000" "Odontaster validus" "Pseudo-Nitzschia heimii" 0.57 1.77e-10 "2D"
"8001" "Odontaster validus" "Pseudo-Nitzschia liniola" 0.57 8.13e-10 "2D"
"8002" "Odontaster validus" "Pseudo-Nitzschia prolongatoides" 0.57 3.74e-12 "2D"
"8003" "Odontaster validus" "Pseudo-Nitzschia subcurvata" 0.57 2.22e-10 "2D"
"8004" "Odontaster validus" "Rhizosolenia antennata" 0.57 7.78e-12 "2D"
"8005" "Odontaster validus" "Stellarima microtrias" 0.57 1.01e-10 "2D"
"8006" "Odontaster validus" "Thalassiosira antarctica" 0.57 1.14e-11 "3D"
"8007" "Odontaster validus" "Thalassiosira australis" 0.57 2.57e-12 "2D"
"8008" "Odontaster validus" "Thalassiosira frenguelliopsis" 0.57 3.54e-12 "2D"
"8009" "Odontaster validus" "Thalassiosira gracilis" 0.57 2.57e-12 "2D"
"8010" "Odontaster validus" "Thalassiosira gracilis expecta" 0.57 1.92e-11 "2D"
"8011" "Odontaster validus" "Thalassiosira gravida" 0.57 5.2e-12 "2D"
"8012" "Odontaster validus" "Thalassiosira lentiginosa" 0.57 6.35e-11 "2D"
"8013" "Odontaster validus" "Thalassiosira ritscheri" 0.57 6.44e-11 "2D"
"8014" "Odontaster validus" "Thalassiosira trifulta" 0.57 5.87e-12 "2D"
"8015" "Odontaster validus" "Thalassiosira tumida" 0.57 6.54e-11 "2D"
"8016" "Odontaster validus" "Trichotoxon reinboldii" 0.57 2.71e-13 "2D"
"8017" "Odontaster validus" "Ampelisca richardsoni" 0.57 0.81 "2D"
"8018" "Odontaster validus" "Abyssorchomene rossi" 0.57 1.9 "3D"
"8019" "Odontaster validus" "Abyssorchomene plebs" 0.57 0.47 "3D"
"8020" "Odontaster validus" "Abyssorchomene nodimanus" 0.57 0.24 "3D"
"8021" "Odontaster validus" "Eusirus antarcticus" 0.57 0.14 "3D"
"8022" "Odontaster validus" "Eusirus perdentatus" 0.57 19 "3D"
"8023" "Odontaster validus" "Alexandrella mixta" 0.57 1.3 "2D"
"8024" "Odontaster validus" "Tryphosella murrayi" 0.57 1.3 "3D"
"8025" "Odontaster validus" "Waldeckia obesa" 0.57 1.3 "3D"
"8026" "Odontaster validus" "Parschisturella ceruviata" 0.57 0.32 "2D"
"8027" "Odontaster validus" "Paramoera walkeri" 0.57 0.73 "2D"
"8028" "Odontaster validus" "Epimeriella walkeri" 0.57 0.73 "3D"
"8029" "Odontaster validus" "Cyllopus lucasii" 0.57 0.32 "3D"
"8030" "Odontaster validus" "Hyperiella dilatata" 0.57 0.0057 "3D"
"8031" "Odontaster validus" "Vibilia antarctica" 0.57 0.00011 "3D"
"8032" "Odontaster validus" "Vibilia stebbingi" 0.57 0.00011 "3D"
"8033" "Odontaster validus" "Hyperia macrocephala" 0.57 0.42 "3D"
"8034" "Odontaster validus" "Epimeria similis" 0.57 3.7 "3D"
"8035" "Odontaster validus" "Epimeria robusta" 0.57 1.9 "3D"
"8036" "Odontaster validus" "Epimeria macrodonta" 0.57 1.3 "3D"
"8037" "Odontaster validus" "Epimeria rubrieques" 0.57 10 "3D"
"8038" "Odontaster validus" "Epimeria georgiana" 0.57 1.9 "3D"
"8039" "Odontaster validus" "Melphidippa antarctica" 0.57 0.47 "3D"
"8040" "Odontaster validus" "Oediceroides emarginatus" 0.57 6.4 "3D"
"8041" "Odontaster validus" "Oediceroides calmani" 0.57 0.81 "3D"
"8042" "Odontaster validus" "Maxilliphimedia longipes" 0.57 0.81 "2D"
"8043" "Odontaster validus" "Gnathiphimedia mandibularis" 0.57 3.7 "2D"
"8044" "Odontaster validus" "Echiniphimedia hodgsoni" 0.57 1.9 "2D"
"8045" "Odontaster validus" "Iphimediella  cyclogena" 0.57 0.81 "2D"
"8046" "Odontaster validus" "Paraceradocus gibber" 0.57 6.4 "3D"
"8047" "Odontaster validus" "Liljeborgia georgiana" 0.57 0.59 "3D"
"8048" "Odontaster validus" "Momoculodes scabriculosus" 0.57 0.47 "2D"
"8049" "Odontaster validus" "Uristes gigas" 0.57 0.59 "3D"
"8050" "Odontaster validus" "Eurythenes gryllus" 0.57 50 "3D"
"8051" "Odontaster validus" "Bathypanoploea schellenbergi" 0.57 3.7 "3D"
"8052" "Odontaster validus" "Pseudorchomene coatsi" 0.57 0.47 "2D"
"8053" "Odontaster validus" "Heterophoxus videns" 0.57 0.031 "3D"
"8054" "Odontaster validus" "Haplocheira plumosa" 0.57 0.031 "2D"
"8055" "Odontaster validus" "Oradarea edentata" 0.57 0.031 "2D"
"8056" "Odontaster validus" "Djerboa furcipes" 0.57 0.031 "2D"
"8057" "Odontaster validus" "Rhachotropis antarctica" 0.57 0.18 "3D"
"8058" "Odontaster validus" "Themisto gaudichaudii" 0.57 0.12 "3D"
"8059" "Odontaster validus" "Primno macropa" 0.57 0.24 "3D"
"8060" "Odontaster validus" "Ceratoserolis meridionalis" 0.57 15 "2D"
"8061" "Odontaster validus" "Frontoserolis bouvieri" 0.57 15 "2D"
"8062" "Odontaster validus" "Natatolana obtusata" 0.57 0.031 "2D"
"8063" "Odontaster validus" "Natatolana oculata" 0.57 0.031 "2D"
"8064" "Odontaster validus" "Natatolana meridionalis" 0.57 0.031 "2D"
"8065" "Odontaster validus" "Munna globicauda" 0.57 0.0052 "2D"
"8066" "Odontaster validus" "Serolella bouveri" 0.57 0.1 "2D"
"8067" "Odontaster validus" "Serolis polita" 0.57 0.1 "2D"
"8068" "Odontaster validus" "Gnathia calva" 0.57 0.016 "2D"
"8069" "Odontaster validus" "Glyptonotus antarcticus" 0.57 50 "2D"
"8070" "Odontaster validus" "Austrosignum grande" 0.57 50 "2D"
"8071" "Odontaster validus" "Aega antarctica" 0.57 0.59 "2D"
"8072" "Odontaster validus" "Arcturidae" 0.57 1.3 "2D"
"8073" "Odontaster validus" "Conchoecia hettacra" 0.57 0.00044 "3D"
"8074" "Odontaster validus" "Alacia hettacra" 0.57 0.00044 "2D"
"8075" "Odontaster validus" "Alacia belgicae" 0.57 0.00044 "2D"
"8076" "Odontaster validus" "Metaconchoecia isocheira" 0.57 0.00044 "2D"
"8077" "Odontaster validus" "Boroecia antipoda" 0.57 0.00044 "2D"
"8078" "Odontaster validus" "Conchoecia antipoda" 0.57 0.00044 "3D"
"8079" "Odontaster validus" "Laetmonice producta" 0.57 110 "2D"
"8080" "Odontaster validus" "Harmothoe spinosa" 0.57 6.1 "2D"
"8081" "Odontaster validus" "Harmothoe crosetensis" 0.57 5.8 "2D"
"8082" "Odontaster validus" "Harmotoe hartmanae" 0.57 5.8 "2D"
"8083" "Odontaster validus" "Polyeunoa laevis" 0.57 15 "2D"
"8084" "Odontaster validus" "Barrukia cristata" 0.57 3.9 "2D"
"8085" "Odontaster validus" "Eulagisca gigantea" 0.57 200 "2D"
"8086" "Odontaster validus" "Eunoe spica" 0.57 4.2 "2D"
"8087" "Odontaster validus" "Eunoe hartmanae" 0.57 57 "2D"
"8088" "Odontaster validus" "Eunoe spica spicoides" 0.57 7.1 "2D"
"8089" "Odontaster validus" "Vanadis antarctica" 0.57 0.0039 "2D"
"8090" "Odontaster validus" "Pista spinifera" 0.57 0.24 "2D"
"8091" "Odontaster validus" "Phyllocomus crocea" 0.57 0.47 "2D"
"8092" "Odontaster validus" "Terebella ehlersi" 0.57 0.24 "2D"
"8093" "Odontaster validus" "Eucranta mollis" 0.57 4.7 "2D"
"8094" "Odontaster validus" "Acodontaster conspicuus" 0.57 3.3 "2D"
"8095" "Odontaster validus" "Acodontaster capitatus" 0.57 5.4 "2D"
"8096" "Odontaster validus" "Acodontaster hodgsoni" 0.57 3.9 "2D"
"8097" "Odontaster validus" "Bathybiaster loripes" 0.57 7.9 "2D"
"8098" "Odontaster validus" "Cuenotaster involutus" 0.57 17 "2D"
"8099" "Odontaster validus" "Diplasterias brucei" 0.57 2.8 "2D"
"8100" "Odontaster validus" "Luidiaster gerlachei" 0.57 0.11 "2D"
"8101" "Odontaster validus" "Labidiaster annulatus" 0.57 86 "2D"
"8102" "Odontaster validus" "Lophaster gaini" 0.57 5.3 "2D"
"8103" "Odontaster validus" "Notasterias armata" 0.57 1.1 "2D"
"8104" "Odontaster validus" "Solaster dawsoni" 0.57 0.75 "2D"
"8105" "Odontaster validus" "Odontaster meridionalis" 0.57 0.084 "2D"
"8106" "Odontaster validus" "Odontaster validus" 0.57 0.57 "2D"
"8107" "Odontaster validus" "Kampylaster incurvatus" 0.57 0.061 "2D"
"8108" "Odontaster validus" "Cycethra verrucosa mawsoni" 0.57 0.57 "2D"
"8109" "Odontaster validus" "Notasterias stylophora" 0.57 1.9 "2D"
"8110" "Odontaster validus" "Notioceramus anomalus" 0.57 0.46 "2D"
"8111" "Odontaster validus" "Perknaster sladeni" 0.57 0.35 "2D"
"8112" "Odontaster validus" "Pteraster affinis aculeatus" 0.57 0.31 "2D"
"8113" "Odontaster validus" "Perknaster densus" 0.57 0.78 "2D"
"8114" "Odontaster validus" "Perknaster fuscus antarcticus" 0.57 9.8 "2D"
"8115" "Odontaster validus" "Macroptychaster accrescens" 0.57 15 "2D"
"8116" "Odontaster validus" "Lysasterias perrieri" 0.57 3.9 "2D"
"8117" "Odontaster validus" "Psilaster charcoti" 0.57 15 "2D"
"8118" "Odontaster validus" "Porania antarctica" 0.57 0.073 "2D"
"8119" "Odontaster validus" "Porania antarctica glabra" 0.57 0.32 "2D"
"8120" "Odontaster validus" "Ophioperla koehleri" 0.57 1.9 "2D"
"8121" "Odontaster validus" "Ophionotus victoriae" 0.57 1.9 "2D"
"8122" "Odontaster validus" "Ophioceres incipiens" 0.57 0.041 "2D"
"8123" "Odontaster validus" "Ophiurolepis brevirima" 0.57 0.42 "2D"
"8124" "Odontaster validus" "Ophiurolepis gelida" 0.57 0.28 "2D"
"8125" "Odontaster validus" "Ophiosparte gigas" 0.57 7.5 "2D"
"8126" "Odontaster validus" "Ophioperla ludwigi" 0.57 1.6 "2D"
"8127" "Odontaster validus" "Ophiacantha antarctica" 0.57 0.067 "2D"
"8128" "Odontaster validus" "Astrotoma agassizii" 0.57 4.2 "2D"
"8129" "Odontaster validus" "Astrochlamys bruneus" 0.57 1.6 "2D"
"8130" "Odontaster validus" "Gorgonocephalus chiliensis" 0.57 2.7 "2D"
"8131" "Odontaster validus" "Sterechinus neumayeri" 0.57 2.9 "2D"
"8132" "Odontaster validus" "Sterechinus antarcticus" 0.57 8.5 "2D"
"8133" "Odontaster validus" "Silicularia rosea" 0.57 0.0022 "2D"
"8134" "Odontaster validus" "Tubularia ralphii" 0.57 0.029 "2D"
"8135" "Odontaster validus" "Oswaldella antarctica" 0.57 1.3 "2D"
"8136" "Odontaster validus" "Monocaulus parvula" 0.57 2.8 "2D"
"8137" "Odontaster validus" "Notaeolidia gigas" 0.57 0.35 "2D"
"8138" "Odontaster validus" "Austrodoris kerguelenensis" 0.57 3.4 "2D"
"8139" "Odontaster validus" "Trophon longstaffi" 0.57 0.00026 "2D"
"8140" "Odontaster validus" "Tritonia antarctica" 0.57 0.19 "2D"
"8141" "Odontaster validus" "Aegires albus" 0.57 0.018 "2D"
"8142" "Odontaster validus" "Bathydoris clavigera" 0.57 3.4 "2D"
"8143" "Odontaster validus" "Tritoniella belli" 0.57 0.35 "2D"
"8144" "Odontaster validus" "Harpovoluta charcoti" 0.57 0.29 "2D"
"8145" "Odontaster validus" "Puncturella conica" 0.57 0.0011 "2D"
"8146" "Odontaster validus" "Neobuccinum eatoni" 0.57 0.15 "2D"
"8147" "Odontaster validus" "Marseniopsis mollis" 0.57 0.01 "2D"
"8148" "Odontaster validus" "Marseniopsis conica" 0.57 0.01 "2D"
"8149" "Odontaster validus" "Parmaphorella mawsoni" 0.57 0.043 "2D"
"8150" "Odontaster validus" "Amauropsis rossiana" 0.57 0.01 "2D"
"8151" "Odontaster validus" "Newnesia antarctica" 0.57 0.018 "2D"
"8152" "Odontaster validus" "Falsimargarita gemma" 0.57 0.01 "2D"
"8153" "Odontaster validus" "Marginella ealesa" 0.57 0.018 "2D"
"8154" "Odontaster validus" "Pontiothauma ergata" 0.57 0.69 "2D"
"8155" "Odontaster validus" "Probuccinum tenuistriatum" 0.57 0.00048 "2D"
"8156" "Odontaster validus" "Nacella concinna" 0.57 0.00048 "2D"
"8157" "Odontaster validus" "Yolida eightsi" 0.57 0.023 "2D"
"8158" "Odontaster validus" "Laternula elliptica" 0.57 0.55 "2D"
"8159" "Odontaster validus" "Limopsis lillei" 0.57 0.0046 "2D"
"8160" "Odontaster validus" "Limopsis marionensis" 0.57 0.35 "2D"
"8161" "Odontaster validus" "Lissarca notorcadensis" 0.57 0.00056 "2D"
"8162" "Odontaster validus" "Propeleda longicaudata" 0.57 0.012 "2D"
"8163" "Odontaster validus" "Rossella racovitzae" 0.57 45 "2D"
"8164" "Odontaster validus" "Homaxinella balfourensis" 0.57 2.3 "2D"
"8165" "Odontaster validus" "Tetilla leptoderma" 0.57 30 "2D"
"8166" "Odontaster validus" "Rossella nuda" 0.57 300 "2D"
"8167" "Odontaster validus" "Anoxycalyx joubini" 0.57 720 "2D"
"8168" "Odontaster validus" "Flustra angusta" 0.57 0.69 "2D"
"8169" "Odontaster validus" "Camptoplites tricornis" 0.57 0.69 "2D"
"8170" "Odontaster validus" "Nematoflustra flagellata" 0.57 5.6 "2D"
"8171" "Odontaster validus" "Austroflustra vulgaris" 0.57 0.15 "2D"
"8172" "Odontaster validus" "Melicerita obliqua" 0.57 0.69 "2D"
"8173" "Odontaster validus" "Systenopora contracta" 0.57 30 "2D"
"8174" "Odontaster validus" "Flustra antarctica" 0.57 5.6 "2D"
"8175" "Odontaster validus" "Fasciculiporoides ramosa" 0.57 1.2 "2D"
"8176" "Odontaster validus" "Reteporella hippocrepis" 0.57 2.3 "2D"
"8177" "Odontaster validus" "Lageneschara lyrulata" 0.57 0.085 "2D"
